species,genes.Inclusion,genes.GeneName,genes.KO,genes.Threshold,genes.Score,genes.Evalue,genes.KODefinition,Gene ID,Gene Description
Corynebacterium_provencensestrain_17KM38,*,Corynebacterium_provencensestrain_17KM38_01687,K00768,120.60,124.1,9e-37,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_provencensestrain_17KM38,,Corynebacterium_provencensestrain_17KM38_01721,K22316,318.33,246.2,1e-73,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00434,K00798,37.20,236.7,2.9e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00718,K02227,96.90,345.0,8e-104,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00726,K22316,318.33,539.4,8.7e-163,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00762,K02233,72.47,169.0,2.3e-50,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00763,K00768,120.60,468.2,5.2e-141,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00764,K02231,47.07,191.5,2.9e-57,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00898,K02232,241.80,659.0,1.2e-198,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00905,K19221,114.37,235.6,8.6e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00906,K02224,128.03,599.7,7.4e-181,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_00908,K02303,259.40,321.8,1e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01163,K00595,219.93,443.6,9.7e-134,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01164,K05936,231.50,399.1,3.6e-120,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01165,K05895,156.53,325.3,8e-98,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01166,K13540,602.20,744.4,6.6e-225,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01167,K06042,132.10,302.8,3.8e-91,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01168,K02229,272.23,399.3,2.7e-120,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01169,K02230,1031.53,1494.9,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_01600,K02228,126.63,337.0,1.9e-101,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_02011,K01845,309.63,621.3,2.9e-187,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_02017,K01698,175.97,571.2,4.1e-172,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_02018,K13542,412.30,641.5,2.7e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_02019,K01749,112.17,365.4,4.8e-110,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_pseudopelargistrain_812CH,*,Corynebacterium_pseudopelargistrain_812CH_02020,K02492,72.67,461.0,1e-138,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_00282,K02492,72.67,461.3,7.4e-139,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_00283,K01749,112.17,364.3,9.9e-110,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_00284,K13542,412.30,639.7,9e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_00285,K01698,175.97,573.8,6.4e-173,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_00291,K01845,309.63,620.0,7.2e-187,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_00648,K02228,126.63,338.0,9.8e-102,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01055,K02230,1031.53,1476.5,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01056,K02229,272.23,406.2,2.2e-122,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01057,K06042,132.10,310.8,1.4e-93,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01058,K13540,602.20,765.2,3.2e-231,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01059,K05895,156.53,334.2,1.5e-100,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01060,K05936,231.50,389.8,2.3e-117,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01061,K00595,219.93,448.7,2.7e-135,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01319,K02303,259.40,319.1,6.3e-96,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01324,K02224,128.03,598.2,2e-180,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01325,K19221,114.37,237.6,2.1e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01333,K02232,241.80,644.9,2.1e-194,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01470,K02231,47.07,180.9,4.6e-54,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01471,K00768,120.60,456.7,1.6e-137,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01472,K02233,72.47,171.1,4.9e-51,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01531,K22316,318.33,529.4,9.1e-160,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01538,K02227,96.90,358.9,4.6e-108,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_pseudotuberculosisstrain_PA07,*,Corynebacterium_pseudotuberculosisstrain_PA07_01740,K00798,37.20,230.3,2.6e-69,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_00126,K02303,259.40,325.7,6.6e-98,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_00679,K02492,72.67,445.3,5.6e-134,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_00680,K01749,112.17,365.6,4e-110,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_00682,K13542,412.30,648.3,2.3e-195,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_00683,K01698,175.97,579.7,1e-174,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_00693,K01845,309.63,613.2,7.9e-185,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_01814,K00768,120.60,162.2,2.1e-48,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_renale_NCTC11140,*,Corynebacterium_renale_NCTC11140_01840,K22316,318.33,482.3,1.8e-145,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_00771,K22316,318.33,462.6,1.9e-139,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_00803,K00768,120.60,276.8,4.6e-83,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_01318,K02303,259.40,328.0,1.4e-98,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_02060,K01845,309.63,604.5,3.7e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_02065,K01698,175.97,544.9,4e-164,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_02066,K13542,412.30,635.3,2e-191,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_02067,K01749,112.17,335.1,7.6e-101,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_resistens_DSM_45100strain_DSM_45100,*,Corynebacterium_resistens_DSM_45100strain_DSM_45100_02068,K02492,72.67,489.9,1.8e-147,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_00399,K02492,72.67,488.0,7.1e-147,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_00400,K01749,112.17,369.4,3.2e-111,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_00401,K13542,412.30,619.7,1.1e-186,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_00402,K01698,175.97,579.2,1.6e-174,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_00408,K01845,309.63,638.1,2.6e-192,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_00783,K02228,126.63,336.7,2.6e-101,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01201,K02230,1031.53,1490.1,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01202,K02229,272.23,397.5,9.8e-120,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01203,K06042,132.10,304.8,1e-91,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01204,K13540,602.20,762.8,2e-230,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01205,K05895,156.53,329.8,3.6e-99,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01206,K05936,231.50,380.2,2.1e-114,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01207,K00595,219.93,439.9,1.4e-132,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01516,K02303,259.40,323.6,3.1e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01520,K02224,128.03,601.8,1.9e-181,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01521,K19221,114.37,235.3,1.2e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01527,K02232,241.80,651.6,2.1e-196,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01653,K02231,47.07,188.9,1.8e-56,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01654,K00768,120.60,470.9,8.5e-142,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01655,K02233,72.47,156.4,1.6e-46,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01695,K22316,318.33,536.7,6.3e-162,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01702,K02227,96.90,338.2,9.7e-102,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_rouxii_FRC0190,*,Corynebacterium_rouxii_FRC0190_01923,K00798,37.20,235.5,7.3e-71,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_sanguinis_CCUG58655,*,Corynebacterium_sanguinis_CCUG58655_00549,K01845,309.63,605.4,2e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_sanguinis_CCUG58655,*,Corynebacterium_sanguinis_CCUG58655_00556,K01698,175.97,562.9,1.4e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_sanguinis_CCUG58655,*,Corynebacterium_sanguinis_CCUG58655_00557,K13542,412.30,650.0,7.7e-196,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_sanguinis_CCUG58655,*,Corynebacterium_sanguinis_CCUG58655_00558,K01749,112.17,351.0,1.2e-105,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_sanguinis_CCUG58655,*,Corynebacterium_sanguinis_CCUG58655_00559,K02492,72.67,471.4,7.3e-142,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_sanguinis_CCUG58655,*,Corynebacterium_sanguinis_CCUG58655_01457,K22316,318.33,471.5,3.6e-142,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
